Max_R1,Sum_R1,Mean_R1,Variance_R1,StandardDev_R1,Skewness_R1,Kurtosis_R1,Excess Kurtosis_R1,Energy_R1_D1_T1,Contrast_R1_D1_T1,Homogeneity_R1_D1_T1,Entropy_R1_D1_T1,Correlation_R1_D1_T1,Dissimilarity_R1_D1_T1,TotalSum_R1_D1_T1,MeanX_R1_D1_T1,MeanY_R1_D1_T1,StdDevX_R1_D1_T1,StdDevY_R1_D1_T1,Short Run Emphasis (SRE)R_1_T1,Long Run Emphasis (LRE)R_1_T1,Gray Level Non-Uniformity (GLN)R_1_T1,Run Length Non-Uniformity (RLN)R_1_T1,Run Percentage (RP)R_1_T1,Low Gray Level Run Emphasis (LGRE)R_1_T1,High Gray Level Run Emphasis (HGRE)R_1_T1,Max_R2,Sum_R2,Mean_R2,Variance_R2,StandardDev_R2,Skewness_R2,Kurtosis_R2,Excess Kurtosis_R2,Energy_R2_D1_T1,Contrast_R2_D1_T1,Homogeneity_R2_D1_T1,Entropy_R2_D1_T1,Correlation_R2_D1_T1,Dissimilarity_R2_D1_T1,MeanX_R2_D1_T1,MeanY_R2_D1_T1,StdDevX_R2_D1_T1,StdDevY_R2_D1_T1,Short Run Emphasis (SRE)R_2_T1,Long Run Emphasis (LRE)R_2_T1,Gray Level Non-Uniformity (GLN)R_2_T1,Run Length Non-Uniformity (RLN)R_2_T1,Run Percentage (RP)R_2_T1,Low Gray Level Run Emphasis (LGRE)R_2_T1,High Gray Level Run Emphasis (HGRE)R_2_T1,Class
160,65.7140887786049,65.7140887786049,394.14020128574947,19.852964546529304,1.422586034316598,5.460905402416741,2.460905402416741,0.001749779067807946,32.356882017927276,0.2678360318769351,6.797000787410714,0.9590398150467438,3.8596910106938744,0.9999999998595505,64.50674157303364,65.24367977528077,17.79565530586447,19.59698660912245,0.9202588227185002,1.4057071960297771,0.01870939463733655,0.8118984236891662,7.770007768936634e-05,0.000276104848468295,4844.909842845327,163,63.45875745875746,63.45875745875746,488.0011948056876,22.090749077514044,1.220775258460347,4.289199807447226,1.2891998074472264,0.001668451538055447,38.827058180719206,0.24907091231247516,6.834324566435289,0.9620882706273791,4.155827778029932,62.95838587641859,61.86434876598801,21.971023754559234,19.825808057842465,0.9311914511914512,1.335029835029835,0.01739108793910635,0.8350122171050537,7.31475385724892e-05,0.000317905075879344,4642.932607932607,Normal
224,141.8911614993059,141.8911614993059,831.8495146620253,28.84180151554381,0.4220507600397058,2.491336903557212,-0.5086630964427878,0.0006474041160849112,40.5107608041806,0.22010532624029094,7.612927168980529,0.9755381938748279,4.559845194963159,0.999999999905607,140.74844251463085,141.52237115348308,27.85396496065199,28.72791515310364,0.9382538948017894,1.294030541416011,0.009899670678737683,0.8504827468457002,5.9991601170283166e-05,5.52228478157308e-05,21249.73354928274,224,144.61167431437414,144.61167431437414,809.568870219828,28.452923755210605,0.30746379548538844,2.383728204435878,-0.6162717955641219,0.0006249665390760269,45.599738100654726,0.21056414680852958,7.622233081589215,0.97166722157409,4.807725883368863,144.231667394151,143.45798777826272,28.382418374333707,27.563471501440116,0.940592074840821,1.2852417031266674,0.009895219006683241,0.8557062971501987,6.038647342350772e-05,5.293065067942451e-05,22012.32856685519,Normal
210,75.1764705882353,75.1764705882353,1120.40693611795,33.472480280342985,1.2043832880151948,4.639286097145873,1.639286097145873,0.0008294315146623076,40.356368559779604,0.24089071619469027,7.443858182152249,0.9834042468601515,4.356755709992575,0.9999999999032132,73.55913666279497,74.51364692218338,30.90465096505958,33.221465994362546,0.928166359466531,1.378873105157784,0.010293837921973836,0.829170240246718,6.451612902610723e-05,0.00029461027481057805,6923.261607398226,216,79.64827506098268,79.64827506098268,1344.5218930055355,36.667722768199496,1.0101383690190622,3.922156994307152,0.9221569943071519,0.0007209602683526191,58.678385409721,0.22092914704689415,7.558051252124525,0.9809160321453826,4.996330491832822,79.28409090909093,77.61020359848501,36.69374782326281,33.762710498173334,0.939209515881313,1.300151004762458,0.008990326786365646,0.8529026039002545,6.751282742937094e-05,0.00028637038922128393,7848.66616331746,Normal
194,70.57752808988764,70.57752808988764,945.4442390831687,30.74807699813386,0.9998568033961251,4.212579743598154,1.2125797435981536,0.0008345311698324255,45.31142529036922,0.2260840021814888,7.413482799578819,0.9779699901885894,4.717615589769745,0.9999999998726274,68.81161635460445,69.94421092854385,28.212131951048175,30.64782132819557,0.9347913718962406,1.3139825218476904,0.010467876451504161,0.8428999953748236,7.237984944087696e-05,0.00034677457732000696,6068.786766541822,200,81.06121828953364,81.06121828953364,1177.2058831884124,34.31043402798065,0.9217502908412446,3.606502055878644,0.6065020558786438,0.0007933065410344747,47.09636306386464,0.20145088051233107,7.449366271431154,0.982958339590893,4.996269815822772,80.53310537768103,78.97171277587806,34.38083140098408,31.623796070159383,0.9463590983509714,1.252772292267963,0.009560505380126464,0.868762032187246,7.375175159289723e-05,0.00024975029920580176,7911.249430350903,Normal
242,124.1643166426113,124.1643166426113,1473.1993795235855,38.38227949879457,0.5551684443775295,2.7542313460793078,-0.24576865392069225,0.00038098404120361876,94.96091093417569,0.13950216537782661,8.083670944317936,0.9681467757667342,7.3037616125873965,0.9999999998866983,122.28008157715863,123.66451393609778,36.29704357692345,38.37340779229745,0.9627211243107213,1.1622071721994005,0.0077104580790142,0.9062119738117382,6.138735419821824e-05,8.486926757072365e-05,17139.30554013545,236,133.67589098532497,133.67589098532497,1299.126120362679,36.04339218723286,0.3966799319587063,2.586104494554132,-0.41389550544586795,0.00042420346680606803,89.86941530098066,0.14228255159665448,7.956530720933706,0.9667656901545618,7.126705932031776,133.42752478092262,131.615572475219,36.22461747501267,34.118512178323485,0.9608228511530397,1.1781970649895177,0.007918326405148732,0.9020261835936132,6.0642813818085966e-05,6.900730909324789e-05,19436.721733053808,Normal
240,142.65520643594417,142.65520643594417,1153.6208714965464,33.964994796062406,0.5943221595740853,2.8096789221223366,-0.1903210778776634,0.0005040452778290993,71.91224142699046,0.19007159044367256,7.918230043281284,0.9685548750223588,5.807116393500527,0.9999999999228157,141.29090768755805,142.22290830503198,32.54729686913607,33.86259560732053,0.9480531732780141,1.2353521554341227,0.009053034826669162,0.8721680515217796,4.500450044662936e-05,5.702644719589347e-05,21790.439207650274,240,138.07309967334686,138.07309967334686,1244.082058221106,35.27154743162123,0.7063800097286922,2.7612125848343587,-0.23878741516564128,0.0004999265521928605,80.01376022304035,0.17974955032801923,7.893189748472549,0.9679024800406729,6.073837574775319,137.6509578199476,136.50490151992108,35.24188048254217,33.61043370541553,0.9510018834054323,1.2296283217091903,0.008949451955243673,0.879176167072349,5.4019014688402945e-05,6.163754116297507e-05,20585.409110973782,Normal
210,70.10700854700855,70.10700854700855,1376.3585776608957,37.09930697008902,0.9806812762433713,3.8966012375643833,0.8966012375643833,0.0006517133546363367,52.05984196466889,0.20950908952913289,7.623353157086899,0.9832358745955623,5.018010689632995,0.999999999883802,68.2557518010692,69.69486404833846,34.67527073162971,37.258333874893246,0.9390851535295979,1.3016524216524217,0.008835733475182394,0.8526964163280178,7.171543315304358e-05,0.0004935263596951485,6432.565242165242,197,76.04601990049751,76.04601990049751,1137.2581088133134,33.72325768387914,0.6387224273424568,3.128495565203374,0.1284955652033739,0.0007035870033053366,53.331776354800624,0.21958124381350558,7.539542085807871,0.9788945979834957,4.925548477717524,75.76319886765737,74.19731068648258,33.93420808701959,31.54897774687786,0.9374661799029543,1.3012714206744058,0.00893232840647825,0.8488309021858685,7.694675283639597e-05,0.0003635582777221491,7073.347291321171,Normal
203,88.87022657164131,88.87022657164131,809.911464356707,28.458943486305092,0.9837787684482038,4.238899813444619,1.2388998134446192,0.0007907701226910033,52.46836402465092,0.22249959715530016,7.486733848946846,0.9679806255037915,4.892199349415906,0.9999999998916576,87.41874322860122,88.31722643553522,26.358595845441023,28.321894413386527,0.9358833871101184,1.308371449845761,0.011394214319482374,0.8453022913498585,6.502373365587023e-05,0.00016495111496738537,8886.569088394852,194,84.49088575096278,84.49088575096276,855.4227025530574,29.247610202426067,0.9720306279219092,3.7766999832132986,0.7766999832132986,0.0008121022413199641,56.786971361073626,0.2136901542190352,7.434729272012367,0.968425317749292,5.028106119644314,84.04465458366175,82.70081428946649,29.20247338628438,26.873836843215273,0.9384075024960776,1.285237483953787,0.011280780301794418,0.8506013930069635,6.175889327270444e-05,0.00018691073967688543,8164.114249037228,Normal
227,118.98350712917642,118.98350712917642,828.0779361146012,28.776343341616585,0.28827971593457796,2.876088353414855,-0.12391164658514509,0.0005216370219643803,73.41374442802993,0.1681146559874135,7.819651982025842,0.9545164081599935,6.1090001079026495,0.999999999891434,117.94984257952453,118.6505265443491,27.868323432307662,28.57064650520017,0.9555424026388594,1.2027027027027029,0.009919000844981317,0.8896330991130997,7.036307345156166e-05,8.393053345649232e-05,15224.11991913173,214,120.13139317101285,120.13139317101285,797.4594682939112,28.23932485549028,0.13980851669228248,2.7829001005921454,-0.21709989940785457,0.0005888320773074726,73.92846584777875,0.17604094488155278,7.690591578549973,0.9532619144259619,6.034289091629569,120.02305645876433,118.96955365060592,28.193648597217837,27.378392413818073,0.9531317533496615,1.2096239734908516,0.010079294098627524,0.8837803494513489,6.349206348291609e-05,8.239873124362554e-05,15470.273879844404,Normal
208,110.4578937958162,110.4578937958162,640.485666724283,25.307818292462173,0.42273693274387536,3.2551625208841664,0.25516252088416636,0.0008418722851818504,56.1977339078586,0.20200402982796312,7.365305518400099,0.956112598622392,5.040935671593402,0.9999999998172514,109.33004385964891,110.27777777777787,24.238346284193266,25.379955430104083,0.9470257961340564,1.2449490434471662,0.012463313552629295,0.8700433597708928,9.712509710773165e-05,9.564774749010535e-05,13063.347756123727,204,112.43172790466733,112.43172790466733,868.238387580383,29.465885148428566,0.5071043794733093,2.7730934086317487,-0.2269065913682513,0.0007200310009283241,96.02491009347085,0.16645423576731366,7.444321565764677,0.9471388364320977,6.5267077538452245,112.68361581920894,110.5107858243451,29.744867070690255,27.685263548086173,0.9592505241090147,1.1740317775571003,0.010846246086007143,0.8978036315542728,0.00010222858308645858,9.601782906774975e-05,13734.995283018869,Normal
224,98.12336797228886,98.12336797228886,848.7908021926007,29.134014522420365,0.616316290614967,3.4562853996658847,0.45628539966588466,0.0006660175969856025,61.13505785416848,0.18947109546600052,7.573358975025733,0.9644928426393535,5.295439073479172,0.9999999998638529,96.76106194690277,97.9481279782164,27.531986875047515,29.172040186564253,0.9495852577197501,1.2488675726085798,0.010315435366824619,0.8763422869204803,7.577479729232199e-05,0.00013433487829552998,10674.232880362375,220,95.92836901763224,95.92836901763224,925.5976712693675,30.423636719980856,0.35754387673270205,3.1414341115017455,0.14143411150174545,0.0006455221484489194,67.20640568307873,0.18240851625602636,7.604750376063736,0.9642599581084635,5.615981881977348,95.89566483338723,94.44661921708193,30.43515868734782,29.068193350933647,0.9539799363280156,1.2037153652392947,0.009754955299240243,0.8856772831216762,6.920415223824008e-05,0.00015527867232934821,10320.706391687658,Normal
213,88.26547734699287,88.26547734699285,1148.4066038236278,33.888148427195425,0.5551495741469538,3.057103274020448,0.05710327402044779,0.0004411417479219347,88.04260290418495,0.1727564680002251,8.000102429639313,0.9613113171213662,6.479058061614408,0.9999999999101206,87.0492539996403,87.93402840194113,32.603996428592794,33.91109011354447,0.9536009302599429,1.2066590126291619,0.008710398051481267,0.8847930106316257,5.025883298545933e-05,0.00021184788342832985,9116.73204981012,217,93.63826329231483,93.63826329231483,1305.6866529392678,36.134286390342176,0.3797446499803011,2.6742034019506686,-0.32579659804933137,0.00039477321829249466,118.32885984342875,0.1553723497872116,8.064648842597078,0.9546348484688391,7.497743467043085,93.5472684085514,92.05831353919231,36.18304314382303,34.68641051546892,0.9588517078141525,1.1876015788251686,0.007905042136252536,0.8974031021398935,6.318716036167761e-05,0.00021701481154183871,10262.087531924773,Normal
211,101.21810089020772,101.21810089020772,814.1981293310675,28.534157238843896,0.45590227981255016,3.438674171081665,0.43867417108166507,0.0005518181076168601,103.48199360226674,0.1638286834407591,7.742224633947877,0.9351758442105287,6.856252848069232,0.9999999998480473,99.8954566175355,100.94225801549915,27.021133043812064,28.55474314736342,0.9582570886910651,1.1867952522255194,0.010389278762910133,0.8958249609039921,8.385744233556662e-05,0.00012483096563461506,11262.73827893175,233,110.72503773991805,110.72503773991805,908.1092135256406,30.13485048122258,0.3207475663266117,3.273726620630792,0.273726620630792,0.0005920918842942133,133.3917112002244,0.15996425052737911,7.644424417841059,0.9270596637768569,7.5868983940315085,110.74799465240626,108.74131016042776,30.337113561306804,28.085275115647907,0.9536915031270218,1.2270864783265043,0.010073450233480297,0.8857733982674947,7.803964412239294e-05,0.00010402626322760902,13390.593271511756,Normal
243,110.43971836419753,110.43971836419753,1158.2481022354962,34.033044269290635,0.4774485763330606,3.2810914269086884,0.2810914269086884,0.0004743113619249534,76.32357850571343,0.1696650951867627,7.927527145607331,0.9668213233116667,6.077089265827672,0.999999999901797,109.09201610527327,110.03996857507592,32.574272891789626,33.97993575252872,0.9547251425325788,1.2088155864197532,0.008829417705338384,0.8878061822500966,5.127153403935343e-05,0.00011494944453212564,13577.058931327163,236,100.39007367196587,100.39007367196587,1315.228222522684,36.26607536696912,0.5204942699064096,2.9284905385523086,-0.07150946144769144,0.00045201219113634466,104.42787122739063,0.1559698930252576,7.938877608848783,0.9612409855721865,6.987150615050019,100.41382964631086,98.54735726586321,36.39518526553606,34.481609072549766,0.9608492022460615,1.1724182499676878,0.008182549858601854,0.9018534033811195,6.648936169353396e-05,0.0001521605033190868,11595.175261729351,Normal
229,102.89529860228717,102.89529860228717,1095.443167223416,33.09747977147831,0.5583082266970334,3.08550564816935,0.08550564816935013,0.0005026487013447227,100.80734300716064,0.16372660919395846,7.862820258284529,0.9525122991562825,6.728463932702572,0.9999999998702644,101.28541774779437,102.24662688116192,31.30767035634398,32.82122827662943,0.9539981293237328,1.212579415501906,0.009198232393413457,0.8861576538868731,7.812499999007306e-05,0.00013026666449868026,11889.676238881832,229,116.81018787526634,116.81018787526631,1302.5903513689254,36.09141658855919,0.2863902229781457,2.687067466358699,-0.3129325336413009,0.0005003937774184749,121.69063878632171,0.1473904997454283,7.793993640365313,0.9555066721029357,7.576938528007789,117.33447167537238,114.60245078344781,36.222173075172584,34.3468419832555,0.963217175630017,1.1630834785977144,0.008176183512506293,0.9075479667062305,5.940005938855445e-05,0.00010060831619285176,15181.830718574472,Normal
236,118.09237583043341,118.09237583043341,1223.4996392251967,34.978559707700896,0.759766912929587,2.9822935795089887,-0.017706420491011343,0.0004883429639023706,65.7399354073475,0.16359444003496795,7.868529391003074,0.9737912351720752,6.077072119905616,0.9999999998923572,116.42325080731969,117.63423035522062,33.124584245786835,34.99735052792434,0.9540288469424817,1.21206369292418,0.008981066914124728,0.8861998385339546,5.2609427603879846e-05,8.921331453408843e-05,15406.493620162395,231,125.3065410914721,125.3065410914721,1140.8896475766562,33.77705800653243,0.5415476357488318,2.7860840560464464,-0.21391594395355362,0.000484343943210519,74.03637565158209,0.16235042603349667,7.8458444091618915,0.9691656408293613,6.300925925092422,125.11931216931211,123.48108465608435,34.036838856945124,31.982128140280935,0.9575260898235352,1.1828151206295965,0.0087249407637976,0.893765639656892,5.7534088940278714e-05,7.755394661983966e-05,17094.231970068377,Normal
222,111.11682892906815,111.11682892906815,650.4683696780664,25.5042813989743,0.45431051898750946,3.0959930854191082,0.09599308541910823,0.0006741651099255602,86.26915196922057,0.1749609337434817,7.519985068031605,0.9324550032687563,6.364604668913476,0.999999999795166,109.7779598525196,110.66980745596072,24.167801124711687,25.574271628116396,0.9515241075567917,1.2271011325253325,0.011305356826273838,0.8805188357898218,9.197939659688295e-05,9.3184905169268e-05,13220.651698787999,239,123.12588932806325,123.12588932806325,824.532570849412,28.714675182725156,0.2050533926030893,3.0785728268731365,0.07857282687313649,0.0005964753137381436,102.67953429275347,0.16533611758831093,7.636793294364794,0.9388141530499456,6.841707514942429,123.22283496732034,121.41666666666673,28.94923819018019,27.167410969827415,0.9567989679402725,1.1913043478260872,0.010115218170445445,0.8922629628444873,7.718431613170511e-05,7.80902666392308e-05,16231.768972332016,Normal
226,102.3926366338898,102.3926366338898,936.5298062885001,30.602774486776525,0.22791589520841063,2.733054734766814,-0.26694526523318585,0.0004722129509787161,96.79154500796568,0.1701782036686159,7.908557162282399,0.9468814854901266,6.7478687368039285,0.9999999998832183,101.37428471330216,101.93647086301588,29.80582850540001,30.367932248185596,0.9521535241507229,1.216556139949691,0.009228641399627726,0.8817074338656695,7.28597449825619e-05,0.00012970829271912953,11626.567116396065,208,100.13002114164905,100.13002114164905,958.6141727268259,30.9614950014825,0.29070632293755,2.8365375759425597,-0.16346242405744027,0.0005189665237949838,92.5268950406869,0.18050945738373164,7.795588484141173,0.9512180496918925,6.560688264368217,99.88575414664363,98.93380871182752,30.96589249793462,30.046779874769275,0.9470976375046143,1.2425249169435215,0.009208069783474016,0.8701605649326887,6.0288177479290293e-05,0.00013695951317092175,11185.89534883721,Normal
218,115.91219338784217,115.91219338784217,664.988261085483,25.78736630766087,0.46903810049600836,3.5259568040245677,0.5259568040245677,0.0006580730978816079,73.96019839414905,0.18329628139442364,7.613534294632728,0.9438347819436593,5.772441325215032,0.9999999998790223,114.77062666344084,115.78550689571708,24.54606296946951,25.841512674134997,0.9517616621242643,1.2204052612868823,0.011767615640443388,0.8808177084222524,7.267441859603943e-05,8.550095305025002e-05,14333.449223841686,219,120.40843621399176,120.40843621399176,919.0148671018984,30.315257991676376,0.013250225267617615,3.025375179080171,0.025375179080171062,0.0006843305872017689,85.20498082477509,0.17953442132344513,7.552249488263996,0.9544341223672893,6.087484034464034,120.72647935291621,119.06853980417208,30.420871838087187,29.238752114778944,0.9521490626428899,1.2207818930041152,0.010180782060260183,0.8817408421698398,6.637461833228717e-05,8.688659962820123e-05,15659.023251028808,Normal
203,92.4615754082613,92.4615754082613,1036.511011543065,32.194891078291676,0.36808330434429454,3.078863292917258,0.07886329291725813,0.0004909328759977819,93.17097999593153,0.1687781251220751,7.877608721733146,0.9547448616866853,6.604317428357373,0.9999999998773457,91.04624064761464,92.22629706856418,30.77887003233116,32.20992310505155,0.9542974170135554,1.2068924111431316,0.009108653744796427,0.8866098797843917,6.79994559961868e-05,0.00019803099794365813,9771.577089337175,202,101.08985837538663,101.08985837538663,1115.7226759200369,33.402435179490084,0.17516970500296147,2.8359925386532723,-0.16400746134672772,0.0004920795931451853,121.50453322338778,0.16232338976820807,7.843345635447982,0.9462955576749931,7.492108796593048,101.31766286098039,99.26746138347886,33.48879653068249,31.96740840764627,0.9554212563532114,1.200065114764773,0.008665335732749226,0.8891829486801405,7.226477813536732e-05,0.00016422264901752194,11538.061859026535,Normal
203,100.08307139649753,100.08307139649753,578.2764399603268,24.047379066341655,0.7356649968522658,3.279847131327726,0.2798471313277262,0.0008648294990364273,47.957140663101455,0.2070670615161239,7.329863351417645,0.9598067905789174,4.890861777913478,0.9999999998469309,98.84218582580738,100.0716363079749,22.545191764074264,24.17032421641712,0.941551705499842,1.2755575512647808,0.012841878060826687,0.8576984941350001,7.910140799322273e-05,0.00011456406891749568,10796.063762909742,204,101.43693055274346,101.43693055274346,864.420146561486,29.401022882911505,0.4380118832935155,2.625390455608635,-0.37460954439136485,0.0006679807479744316,66.04545453161977,0.17017512707249852,7.510115214650259,0.9644005636678978,5.823837451649776,101.77901131126941,99.66149979053202,29.554093808507318,27.80896808752593,0.955259724190682,1.201457784976716,0.009893652548995506,0.8889193655863171,7.390982999242645e-05,0.0001231322136205882,11357.744887629076,Normal
217,121.08321451717434,121.08321451717434,764.7865944627316,27.65477525605174,0.2006156710106216,3.0043876023094453,0.004387602309445349,0.000627298383873223,64.77712920339896,0.19885591888540802,7.640534397613125,0.9572687033820664,5.483947996088648,0.9999999998673388,120.05531971345168,120.82820376757775,26.693786338799438,27.69410984726591,0.9444282422409449,1.2563836681788725,0.010408673543256159,0.8640535370925886,7.014590347014466e-05,7.984473286863193e-05,15669.09786130914,220,121.55501414649484,121.55501414649481,715.9414091557256,26.75708147679275,0.18171317910060814,2.990327293666872,-0.009672706333128112,0.0006566135504266346,63.835083174957866,0.19242760941431739,7.571439634228832,0.9554472734986603,5.534324017842956,121.52479405588781,120.44403165885964,26.813509540475057,25.79354169430635,0.9467978273778338,1.2436340773341719,0.010807499058709924,0.8693932981139899,7.002801119347455e-05,7.816881328981268e-05,15735.67290160327,Normal
229,104.59727240937173,104.59727240937173,1177.8311663567292,34.319544961387955,0.6066029861476858,3.21564371921825,0.21564371921824987,0.0004017573695188559,133.0128571270219,0.13568655658132914,8.03612208547535,0.9428002144823994,8.013809522855603,0.9999999998809523,103.0317857142857,104.25345238095237,32.58590206441233,34.39900226733061,0.9652203053968994,1.151066557873878,0.008722902453914792,0.9121619744988214,6.312334300488803e-05,0.00012475528752384278,12328.61510665579,230,108.78308166910213,108.78308166910213,1310.1312221318267,36.19573486105548,0.4318627067904912,2.9155511559799585,-0.08444884402004149,0.0003965594167976403,170.72256656546844,0.1280147965687183,8.015618690753094,0.9345100861063395,9.14709331393083,108.78120288155483,106.8383313787903,36.263772433316454,34.47326882955786,0.9659858653100251,1.1537587270660823,0.00799622368417726,0.9143803035220813,5.847953215424771e-05,0.00012059967863041055,13362.456242896573,Normal
239,89.02198003480171,89.02198003480171,1603.2126316321683,40.04013775740748,0.8070614199942951,3.2439772922181582,0.24397729221815823,0.00042659058967173377,91.6728510076762,0.17040848589012264,8.029888982657658,0.9719390197485994,6.534122691913641,0.9999999999067686,87.27493939958995,88.56535521163516,37.93029245600719,40.0904437173706,0.9534288599892137,1.2163201758402786,0.007868387117936925,0.8847093762026081,5.4824561398487745e-05,0.00022614197126306516,9707.169521018408,230,90.99906443690794,90.99906443690796,1527.5069573752187,39.08333349875902,0.7044031361259889,3.1106216688520214,0.1106216688520214,0.0004462547956907389,110.23508980715668,0.16707387788636285,7.974924918801869,0.9647932037157598,7.02742514885897,90.86670658682571,88.9585628742508,39.13988829106469,36.97184826645852,0.9543967891994438,1.2121389311191673,0.007920680529045423,0.887032342974834,5.785028345962366e-05,0.00022603465624445012,9991.334814641561,Normal
225,116.45942684766216,116.45942684766216,988.9789722205162,31.448036063012204,0.2706442501609619,2.7237305261964133,-0.2762694738035867,0.0005065133939793542,90.29313542203192,0.16221534870121876,7.801615214020228,0.9533389816286069,6.67192331374893,0.9999999998453926,115.01963512677791,115.89285714285697,30.25620986216164,31.312864410413788,0.9575299564270153,1.1903469079939668,0.009067108916686233,0.8941637375263406,8.94614421049535e-05,9.264520981773505e-05,14785.695927601811,212,116.72986512524085,116.72986512524085,906.0827111571462,30.101207802298333,0.039214468146787494,2.670594218760601,-0.3294057812393989,0.0005571661509114503,102.56113100307383,0.1636328495621147,7.712627093218411,0.9433908744978113,6.945440062336661,116.60394265232961,115.27379530067701,30.206791736787974,29.137004991233145,0.9568695140226932,1.190558766859345,0.009439599643267155,0.8924088489190497,8.153946508539804e-05,9.220400030267776e-05,14766.403853564549,Normal
210,77.72873315363881,77.72873315363881,1044.4402687455047,32.31780111247522,0.5202128613397596,3.1234647074831434,0.12346470748314342,0.00048021600824314434,93.81869157846924,0.17610912544117505,7.907078193036572,0.9542586107273999,6.490929081199472,0.9999999998900494,76.5827377680047,77.37141286421114,31.211159900715607,32.25700356307092,0.9508033842467802,1.219083557951482,0.009107762947558072,0.8784078812778476,5.6116722777339135e-05,0.000331083573306806,7242.6536927223715,211,84.59698478933907,84.59698478933907,1022.8142916219251,31.981467940385805,0.411275903621026,3.0482292575979715,0.048229257597971475,0.0004907971634652825,109.59580919360432,0.16492220145704992,7.871932788612345,0.9454452894009437,6.987041631239698,84.27088502894972,83.14902122966637,31.912853294403007,30.669821975782757,0.9561861548585873,1.1953156548660657,0.009194901665894595,0.8909538406282608,7.93650793543962e-05,0.0002559102746981897,8349.65809664827,Normal
188,94.38878869852718,94.38878869852718,702.9055009974315,26.512365058542617,0.3943944809535914,3.262148186095026,0.2621481860950259,0.000642843043946248,72.58684938826833,0.17666262659556578,7.602462086763881,0.9473050949624504,5.95611333446944,0.9999999998460118,93.12673236834073,94.06097936556918,25.197430154510386,26.431669962477375,0.9539019971278766,1.2111511872557865,0.011018093980155751,0.8858571139562263,8.914244962111911e-05,0.00014529781089741515,9801.926510369703,181,90.37173774665817,90.37173774665817,837.1505867744227,28.933554686115265,0.0829562137012378,2.790845497014771,-0.20915450298522886,0.00067207554213073,77.17561936479383,0.1910193906422613,7.523405071019782,0.9547057682223238,5.862310895447882,90.29993422495086,88.93181319885994,29.162503102107078,27.92833011721865,0.948063276516491,1.244642478251644,0.009863018210867807,0.872562264560238,7.476076553437657e-05,0.00019049030974318078,9185.9450456185,Normal
193,74.25119252051135,74.25119252051135,999.7160475189366,31.618286599987304,0.7578394247092546,3.4152483584155076,0.41524835841550756,0.0005195274015995478,76.03965399202617,0.17733891873348218,7.849980706159925,0.9609970026830423,6.039653998829834,0.9999999999028089,72.99300223539719,73.77616872388018,30.202526117057907,31.403081297472905,0.9527231868388135,1.2179927494752907,0.009664071544520175,0.8831690680424906,5.75705238862751e-05,0.000332161059309103,6662.458023277999,197,70.96450493728315,70.96450493728315,1160.1575338021507,34.061085329186895,0.7581307449773375,3.260079324199739,0.2600793241997388,0.0005459047033625192,86.9322937919668,0.17853417441641625,7.773804447086708,0.9633834556124381,6.302831349158259,70.87867596771972,69.13883189714142,34.025378108305645,31.95875146475147,0.9508588352163213,1.232852949025887,0.00914041436746055,0.8790657113078115,7.071635668386677e-05,0.0007665982527513795,6339.047504670402,Normal
222,98.52697430378043,98.52697430378043,1078.5003150345879,32.84052854377633,0.4746710154378863,3.8530228832931015,0.8530228832931015,0.00040471391797501855,199.41041893613257,0.1270901439200342,8.036949569708556,0.9053889038872184,9.466648289764839,0.999999999862183,96.84082138919494,98.31408489525913,30.918387493389233,32.9842082413239,0.9655907589279039,1.1520247544732947,0.00945661234857229,0.9131928259682583,7.192174912726301e-05,0.00021894717256658297,10984.11892909996,229,104.93441963387649,104.93441963387649,1137.7019957353941,33.72983835916493,0.25262678485463363,3.5406912409341262,0.5406912409341262,0.0004330034058211485,276.45422235024006,0.10553175038187021,7.920014288221302,0.8757873760465246,11.438336118010467,105.00209030100307,102.66241638795971,33.87463971950951,31.569281330411002,0.9757216857775096,1.107423053711527,0.009204502588731983,0.9379537910238437,8.355614971581159e-05,0.00018322084889312563,12359.80325890163,Normal
236,108.3262824443082,108.3262824443082,1017.56194360876,31.89924675613454,0.5923389560801082,3.321172116251802,0.3211721162518022,0.00041812179965538344,114.59180907517859,0.14513828546314725,8.0104042387062,0.9430066512218727,7.679970820375204,0.9999999998957899,106.77584410170921,107.9564401834097,30.02355064177048,31.969845941091744,0.9617911926334672,1.1669732270590638,0.009243028689591298,0.9039080716371267,6.578947367748771e-05,0.00010878820038130302,12969.79797670141,218,106.45993311036787,106.4599331103679,1254.6237792597396,35.42066881440467,0.648551142312948,2.94157052059276,-0.05842947940723997,0.0004174343098980859,119.87403950056601,0.14084586054919288,7.986816187581177,0.9526604134006887,7.924259054895035,106.11649286498367,104.482848518112,35.57358542910147,33.41348548012222,0.963070419918246,1.1646822742474918,0.00849620921352541,0.9072671132218765,7.325470660510005e-05,0.00011911317930912578,12802.261003344482,Normal
